dataset,type,model_file,threshold,lobes,sites,avg_fps,render_output_dir,base_model_dir,mean_culled_gaussians,culled_gaussians_percent,SSIM,FLIP,baseline_avg_fps
mic,SV,sv_s8_t0_01_temp5.npz,0.6,,8.0,487.48,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SV\threshold_0_01\sites_8\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,73993.52,41.96,1.0,0.0017,373.7633333333333
mic,SV,sv_s8_t0_01_temp5.npz,0.7,,8.0,503.04,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SV\threshold_0_01\sites_8\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,79916.07,45.31,1.0,0.0022,373.7633333333333
mic,SV,sv_s8_t0_01_temp5.npz,0.8,,8.0,521.68,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SV\threshold_0_01\sites_8\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,87456.88,49.59,0.999,0.0032,373.7633333333333
mic,SV,sv_s8_t0_01_temp5.npz,0.9,,8.0,559.0,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\mic\SV\threshold_0_01\sites_8\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\mic_2026-05-11-12-52-29,100160.09,56.79,0.998,0.006,373.7633333333333
ship,BASELINE,no_culling,0.0,N/A,N/A,260.97333333333336,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34\baseline_benchmark,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,0.0,0.0,1.0,0.0,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.1,10.0,,252.8,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,24895.71,10.46,1.0,0.0005,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.2,10.0,,255.52,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,31602.49,13.28,1.0,0.0007,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.3,10.0,,257.99,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,36806.82,15.47,1.0,0.0009,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.4,10.0,,260.59,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,41740.6,17.54,1.0,0.001,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.5,10.0,,263.31,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,47020.32,19.76,1.0,0.0013,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.6,10.0,,266.61,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,53193.91,22.36,1.0,0.0018,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.7,10.0,,272.16,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,60825.5,25.56,0.999,0.0029,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.8,10.0,,279.89,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,71305.38,29.97,0.997,0.0061,260.97333333333336
ship,SG,sg_l10_t0_01.npz,0.9,10.0,,296.98,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_10\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,88838.26,37.34,0.987,0.0168,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.1,4.0,,267.06,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,20154.22,8.47,1.0,0.0004,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.2,4.0,,270.42,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,26837.09,11.28,1.0,0.0006,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.3,4.0,,273.44,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,31827.2,13.38,1.0,0.0008,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.4,4.0,,275.43,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,36673.88,15.41,1.0,0.001,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.5,4.0,,278.44,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,42096.04,17.69,1.0,0.0013,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.6,4.0,,282.59,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,48860.58,20.54,1.0,0.0018,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.7,4.0,,288.35,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,58367.21,24.53,0.999,0.0032,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.8,4.0,,299.41,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,73228.08,30.78,0.995,0.0077,260.97333333333336
ship,SG,sg_l4_t0_01.npz,0.9,4.0,,327.89,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_4\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,99928.93,42.0,0.977,0.0259,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.1,6.0,,263.88,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,22916.69,9.63,1.0,0.0005,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.2,6.0,,267.34,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,29329.23,12.33,1.0,0.0007,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.3,6.0,,269.85,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,34341.27,14.43,1.0,0.0008,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.4,6.0,,272.27,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,39234.21,16.49,1.0,0.001,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.5,6.0,,275.16,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,44579.75,18.74,1.0,0.0013,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.6,6.0,,279.19,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,51101.71,21.48,1.0,0.0018,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.7,6.0,,284.19,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,59657.67,25.07,0.999,0.003,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.8,6.0,,293.93,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,72020.15,30.27,0.996,0.0068,260.97333333333336
ship,SG,sg_l6_t0_01.npz,0.9,6.0,,316.13,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SG\threshold_0_01\lobes_6\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,93123.56,39.14,0.983,0.0209,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.1,,10.0,256.82,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,18171.93,7.64,1.0,0.0003,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.2,,10.0,259.39,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,23343.2,9.81,1.0,0.0005,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.3,,10.0,260.99,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,27235.19,11.45,1.0,0.0006,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.4,,10.0,262.9,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,30861.66,12.97,1.0,0.0008,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.5,,10.0,264.64,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,34687.32,14.58,1.0,0.001,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.6,,10.0,267.67,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,39174.0,16.46,1.0,0.0013,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.7,,10.0,270.5,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,45191.53,18.99,1.0,0.0019,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.8,,10.0,275.9,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,55125.81,23.17,0.999,0.0038,260.97333333333336
ship,SV,sv_s10_t0_01_temp5.npz,0.9,,10.0,292.98,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_10\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,78708.51,33.08,0.994,0.0134,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.1,,15.0,242.13,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,19395.1,8.15,1.0,0.0004,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.2,,15.0,243.51,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,24639.75,10.36,1.0,0.0005,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.3,,15.0,245.27,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,28588.02,12.02,1.0,0.0006,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.4,,15.0,247.23,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,32234.51,13.55,1.0,0.0008,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.5,,15.0,249.35,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,36062.78,15.16,1.0,0.001,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.6,,15.0,251.19,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,40578.79,17.05,1.0,0.0012,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.7,,15.0,254.23,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,46576.08,19.58,1.0,0.0018,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.8,,15.0,259.53,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,56190.07,23.62,0.999,0.0036,260.97333333333336
ship,SV,sv_s15_t0_01_temp5.npz,0.9,,15.0,273.51,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_15\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,78054.75,32.81,0.994,0.0121,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.1,,8.0,261.64,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_1,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,17783.49,7.47,1.0,0.0003,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.2,,8.0,263.68,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_2,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,22836.74,9.6,1.0,0.0005,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.3,,8.0,265.45,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_3,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,26683.61,11.21,1.0,0.0006,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.4,,8.0,267.7,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_4,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,30289.74,12.73,1.0,0.0008,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.5,,8.0,268.98,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_5,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,34089.01,14.33,1.0,0.001,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.6,,8.0,272.13,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_6,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,38586.88,16.22,1.0,0.0013,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.7,,8.0,275.05,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_7,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,44650.73,18.77,1.0,0.002,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.8,,8.0,281.25,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_8,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,54685.44,22.98,0.999,0.004,260.97333333333336
ship,SV,sv_s8_t0_01_temp5.npz,0.9,,8.0,298.24,C:\Bachelorproef\Github\nerficg\SG_test\npz_files\ship\SV\threshold_0_01\sites_8\inference\threshold_0_9,C:\Bachelorproef\Github\nerficg\output\FasterGS\ship_2026-05-08-15-56-34,78840.55,33.14,0.993,0.014,260.97333333333336
